"Inter","Verona","Empoli","Torino","Bologna","Udinese","Napoli","Roma","Cagliari","Sampdoria","Atalanta","Lazio","Fiorentina","Juventus","Genoa","Sassuolo","Milan","Salernitana","Spezia","Venezia"
91,49,47,56,58,60,79,61,31,36,75,54,51,70,26,48,72,12,30,35
84,45,52,62,56,51,84,64,20,35,74,58,60,60,15,53,82,14,36,36
90,56,43,57,50,47,79,63,29,39,72,61,62,70,15,53,71,24,31,26
93,50,52,57,51,34,73,65,22,36,81,70,55,77,18,45,77,24,37,30
82,49,53,50,44,49,73,65,29,35,80,65,64,64,16,53,77,23,34,30
94,41,47,54,48,54,80,68,20,45,70,70,57,75,16,43,86,17,28,30
93,48,50,48,43,49,82,56,28,51,83,61,56,73,24,51,76,18,27,26
95,43,43,63,45,48,75,56,29,43,72,63,62,68,18,56,78,17,28,36
85,44,49,49,54,52,81,71,27,51,78,64,56,71,17,51,82,12,28,29
91,41,52,53,53,41,84,65,26,33,76,68,62,73,22,50,82,24,27,29
81,51,44,57,45,46,83,60,26,43,75,67,68,70,17,57,80,21,24,30
88,50,46,61,59,40,73,65,26,44,73,66,48,66,20,53,85,16,31,30
84,48,42,54,57,53,73,61,24,43,69,71,62,73,21,48,78,15,37,26
96,52,50,47,52,50,82,62,16,31,79,66,61,69,20,50,76,20,31,32
87,51,44,47,52,46,70,61,33,41,79,61,61,75,18,54,79,18,31,28
87,49,44,48,51,40,77,71,26,34,76,67,62,58,25,48,81,19,33,32
92,53,54,56,49,47,75,61,22,40,68,60,60,70,21,46,89,14,37,31
84,52,55,56,51,51,78,61,24,39,74,61,63,66,19,46,80,16,28,31
95,51,46,49,52,54,86,69,30,38,64,66,65,65,20,46,72,17,31,28
92,49,49,44,55,58,81,63,24,33,71,51,66,74,22,52,88,18,34,27
91,54,47,64,50,45,77,60,23,34,68,65,63,71,21,47,80,15,26,35
100,52,46,56,55,49,71,59,18,29,67,64,66,77,18,49,86,20,28,32
81,49,48,59,48,45,75,64,32,39,81,64,58,70,20,53,83,21,27,27
86,53,45,40,52,46,80,68,22,40,71,72,66,67,19,50,82,13,31,33
85,59,57,53,55,48,75,71,19,36,64,57,61,62,23,57,83,13,23,32
83,45,58,50,40,44,83,69,29,40,70,67,67,67,19,53,85,16,26,27
85,59,45,46,55,46,79,69,26,34,70,61,67,69,23,51,80,15,31,24
94,60,52,51,51,46,79,63,22,41,76,57,65,61,19,49,77,17,31,35
95,41,49,62,55,46,83,68,19,34,73,68,57,68,20,54,81,14,33,27
92,55,44,47,50,43,77,68,20,34,73,64,61,74,17,52,90,18,29,35
82,64,44,58,53,44,74,57,25,39,73,61,57,74,19,48,86,21,36,31
90,49,51,55,47,61,82,52,28,35,73,65,74,75,22,49,83,16,24,28
92,51,50,54,49,49,81,57,31,44,75,55,68,71,19,47,71,10,29,39
93,51,48,44,48,43,72,67,25,36,73,66,68,71,18,47,82,16,36,29
90,57,47,48,48,44,75,69,25,51,71,55,50,76,13,46,76,19,43,36
84,53,41,51,48,47,75,64,29,43,81,58,73,58,17,47,91,16,32,36
93,53,53,53,52,49,80,63,27,38,78,56,68,73,19,40,84,16,26,27
85,49,50,64,43,46,81,61,24,34,72,63,63,74,20,49,82,17,38,31
94,56,49,53,55,58,80,57,22,44,78,64,57,69,20,36,78,18,24,32
97,47,50,58,48,49,71,51,22,35,74,67,64,69,21,50,82,21,32,33
94,58,42,50,52,51,72,67,26,37,75,62,58,65,18,52,84,21,29,29
85,54,56,50,45,46,80,68,26,37,76,56,66,62,19,43,83,18,33,36
94,57,44,50,52,46,76,59,27,41,75,60,59,68,21,56,75,20,30,24
88,55,49,65,62,44,78,62,25,33,69,63,65,67,20,50,78,17,29,30
93,51,42,58,46,56,83,61,25,38,61,60,67,74,20,44,83,20,36,30
87,55,40,54,48,45,78,75,28,42,68,64,71,70,25,41,76,15,30,23
93,58,43,44,53,47,77,58,25,41,76,65,59,79,18,50,72,18,36,32
96,55,53,52,44,47,84,67,34,32,70,64,61,64,16,43,84,15,28,34
95,50,46,54,48,42,82,61,28,40,70,62,64,63,18,47,78,21,42,34
86,42,51,49,45,55,74,72,28,30,65,64,60,72,21,51,78,19,38,32
89,48,45,58,54,46,78,60,21,42,72,59,60,73,25,47,79,27,26,31
90,55,46,55,50,40,81,62,24,46,71,58,68,68,23,42,82,16,27,34
88,45,46,51,55,45,87,73,34,39,79,59,61,66,19,43,75,14,37,28
93,46,47,56,58,43,86,60,21,38,80,66,64,63,21,48,81,14,27,33
90,49,51,62,47,43,70,61,26,43,80,54,64,78,19,44,84,18,34,27
91,52,47,44,50,40,78,68,31,37,81,63,61,62,22,51,80,15,34,25
87,49,40,51,56,54,80,57,28,34,82,67,63,69,23,48,80,21,27,23
97,44,50,50,48,46,79,58,27,45,73,70,59,70,20,51,76,21,22,40
93,54,51,57,43,44,77,65,25,41,73,61,61,65,17,49,95,13,33,32
88,43,47,55,50,45,84,63,26,38,73,71,64,69,20,43,85,21,29,31
77,54,52,60,50,38,78,55,23,40,77,62,69,67,24,46,77,26,34,26
84,58,45,56,54,41,80,62,25,37,75,62,55,74,22,49,82,13,36,35
86,54,46,54,58,44,83,57,26,44,80,55,63,66,23,51,84,22,20,31
97,52,47,52,50,47,75,65,23,35,87,71,63,67,19,48,73,18,31,28
87,53,51,49,54,41,75,59,29,40,64,59,63,69,23,51,92,18,28,29
84,54,49,57,42,46,81,62,23,29,76,62,62,72,21,50,79,29,30,36
81,57,42,54,55,51,72,63,27,51,71,60,61,64,23,50,84,16,28,34
96,56,44,57,46,46,76,61,31,40,61,62,63,72,18,49,78,18,27,35
95,46,51,56,50,53,75,60,23,44,63,62,54,68,18,48,82,21,34,31
99,47,35,46,55,48,72,66,25,41,73,61,65,66,23,48,86,17,33,31
96,48,45,45,56,53,84,70,25,39,81,63,62,65,16,45,78,18,34,31
85,52,52,50,47,60,85,72,26,43,72,63,66,66,19,45,81,13,26,23
96,55,51,55,43,44,77,65,27,40,69,63,72,67,20,42,82,16,34,29
95,51,48,57,50,49,77,61,19,35,72,55,62,70,20,41,87,19,28,43
87,46,43,55,50,50,76,65,23,43,78,63,73,72,23,50,78,19,29,24
94,56,49,66,44,41,75,62,33,35,70,57,66,64,22,49,83,14,30,33
93,56,47,49,58,44,73,55,19,43,73,62,56,74,20,44,85,22,33,36
94,51,44,57,53,51,73,59,33,47,67,63,63,66,20,44,78,23,29,30
87,47,50,47,47,47,82,63,22,40,67,67,58,64,23,43,83,18,34,42
84,49,45,44,43,53,80,64,30,41,72,61,69,70,22,54,74,11,36,29
86,54,42,63,51,46,82,63,30,38,69,62,64,69,21,47,79,17,21,32
90,46,41,59,40,39,94,68,21,35,72,66,61,69,28,49,80,22,36,29
91,47,40,56,52,57,87,65,23,36,71,65,65,70,22,48,78,13,32,27
88,55,52,52,51,43,76,65,24,36,76,61,65,69,21,51,80,15,29,32
97,56,45,45,42,48,82,55,21,49,76,61,58,74,19,44,88,23,32,35
94,42,45,60,56,46,92,63,27,46,70,59,55,66,20,36,84,18,29,30
92,49,43,60,44,43,79,69,22,33,74,59,78,63,22,47,74,22,31,40
89,57,48,64,45,45,74,65,26,37,76,71,59,57,19,58,79,11,28,38
89,46,48,50,51,53,79,62,25,39,75,61,65,72,20,60,82,14,28,24
79,48,52,54,43,44,72,61,24,39,68,68,65,65,20,56,85,19,36,37
90,52,48,57,50,48,74,65,18,42,73,58,68,59,17,51,77,22,36,33
94,52,58,56,46,45,78,67,21,34,65,62,61,69,18,49,79,15,33,29
88,55,50,54,49,44,73,66,22,39,81,55,55,70,20,49,85,13,38,31
94,51,53,58,51,51,87,62,26,38,70,61,60,60,23,49,77,19,29,27
84,59,56,55,50,44,77,63,23,38,68,66,61,63,21,46,84,19,32,25
89,51,54,50,48,46,82,60,24,45,76,59,64,69,18,43,83,17,36,31
85,49,48,50,45,51,70,68,33,37,76,64,64,68,20,50,82,17,29,29
88,45,49,56,49,49,80,66,25,42,72,59,69,75,19,45,78,12,28,35
90,47,51,52,55,51,79,59,26,43,78,65,63,67,24,53,73,17,28,25
92,56,55,47,46,51,79,60,25,45,65,61,61,64,17,50,79,23,38,29
90,45,48,52,51,43,84,67,22,41,86,68,57,62,18,49,84,18,38,28
87,56,45,45,56,43,77,61,25,39,67,56,68,72,19,53,88,16,36,31
89,49,53,52,46,55,83,60,24,32,78,63,56,58,20,50,84,21,30,28
89,50,51,45,56,55,83,63,19,39,74,55,67,69,17,51,85,19,26,28
96,55,48,45,51,42,74,68,29,47,82,57,58,64,16,39,82,21,29,36
92,48,46,44,53,48,77,66,25,38,72,63,59,70,19,53,84,13,35,32
93,46,53,63,54,43,80,63,26,38,74,67,63,59,22,44,83,17,27,29
92,61,49,56,52,48,70,54,28,40,68,62,70,65,19,47,81,22,38,20
88,51,52,57,57,49,79,65,29,40,67,59,57,64,18,50,84,18,29,31
97,57,49,58,51,45,72,57,28,35,78,54,61,66,21,56,71,16,34,29
95,62,48,58,49,35,71,63,23,43,78,66,65,62,22,49,82,17,21,28
93,55,42,67,41,49,78,71,24,44,75,58,60,68,21,50,77,16,24,23
90,57,51,49,41,53,79,58,25,36,82,64,60,64,21,48,81,17,34,25
89,47,46,55,45,42,81,63,22,46,78,67,60,65,23,49,71,20,32,38
89,57,46,50,49,42,77,65,20,45,78,69,62,75,16,44,76,20,35,32
92,54,62,51,49,41,78,62,18,37,68,69,68,59,20,49,85,24,26,35
88,61,44,49,48,41,82,63,22,39,75,65,60,72,22,47,87,14,29,29
89,56,41,55,44,52,79,71,33,34,72,42,64,64,21,47,79,24,37,29
82,57,49,51,49,54,83,66,33,40,69,53,62,64,21,40,88,14,36,27
92,61,49,50,54,47,75,59,27,42,76,65,59,74,16,46,81,17,29,26
84,53,45,54,49,51,79,64,27,39,82,54,57,68,22,53,83,20,35,23
89,49,42,48,49,48,81,64,24,39,73,58,64,78,19,54,79,22,34,26
90,51,34,56,57,50,82,58,24,47,76,60,58,72,23,40,78,18,33,31
91,51,44,57,47,49,77,66,23,40,67,57,60,66,23,47,81,18,32,35
97,52,45,58,58,47,78,65,20,40,76,56,67,66,19,42,80,14,33,31
92,49,51,55,47,42,83,67,26,32,69,66,63,77,17,54,80,22,27,30
91,52,50,48,55,51,79,64,32,32,72,58,66,72,20,45,82,17,25,32
88,49,68,57,50,42,71,71,25,32,76,59,61,73,20,45,78,18,27,33
91,52,45,52,48,49,81,56,25,45,75,63,67,69,23,50,73,14,34,27
93,45,54,48,47,45,73,71,22,44,68,64,62,68,18,44,83,16,34,36
84,47,49,49,50,54,76,64,23,35,68,63,61,70,22,53,83,13,28,30
87,53,44,54,49,57,74,70,25,38,75,58,61,67,21,52,81,16,31,32
90,50,58,53,50,46,84,57,32,37,77,58,65,72,27,42,78,17,24,29
86,50,43,51,44,45,76,61,29,34,78,59,62,74,26,48,78,15,37,32
88,54,38,52,45,48,83,63,25,45,72,58,57,69,21,49,87,18,32,31
92,50,49,46,50,42,83,58,27,41,73,61,66,64,16,48,87,16,34,39
98,58,43,51,51,46,79,55,29,39,61,59,69,67,22,53,76,20,26,34
86,61,44,52,42,53,81,67,30,33,70,64,57,75,15,56,75,16,35,27
96,50,42,55,51,37,72,58,24,44,78,60,64,71,25,59,82,13,34,30
90,50,51,53,48,40,76,56,24,37,73,62,65,72,25,51,86,23,27,24
92,54,49,61,52,43,80,63,18,32,67,67,67,61,19,49,86,25,31,32
83,57,49,60,53,45,78,57,29,40,73,58,53,67,19,61,76,25,40,25
89,59,44,49,47,47,82,60,27,38,73,64,58,72,20,53,86,18,26,28
87,50,48,60,51,40,80,64,26,46,73,66,63,65,15,44,77,22,31,28
93,49,46,53,51,53,82,67,27,38,70,51,58,76,19,49,78,21,37,29
82,49,47,46,53,46,85,60,25,47,75,62,63,61,28,50,83,18,27,32
88,53,56,56,49,42,81,66,31,38,72,55,63,64,21,51,81,17,30,30
91,53,49,42,47,46,81,59,22,41,75,57,55,78,25,47,79,22,31,38
84,48,50,53,47,50,80,58,25,35,70,68,66,71,21,43,87,17,28,33
91,45,52,46,48,47,74,61,32,39,69,72,66,68,20,48,79,18,26,31
89,45,52,62,46,44,89,62,27,35,63,68,57,71,26,50,81,17,25,32
92,54,49,57,43,58,81,59,26,40,70,55,60,69,25,37,72,20,33,42
94,51,45,58,39,49,78,62,29,39,73,54,61,70,21,42,83,25,36,30
93,53,44,59,41,42,88,63,22,43,72,56,61,64,25,46,84,22,29,29
93,54,45,41,43,44,70,70,25,41,82,67,63,58,21,51,85,20,28,33
89,45,52,58,54,41,77,55,26,39,80,57,65,71,21,47,78,15,36,37
101,46,52,48,50,46,84,66,27,42,72,62,60,67,17,44,76,25,33,28
89,50,45,60,48,48,76,65,30,33,67,61,65,64,20,50,86,17,30,36
88,45,57,40,57,49,81,60,26,41,72,62,67,70,21,43,88,19,33,30
91,41,44,43,52,47,68,60,32,42,71,57,65,70,25,57,80,19,38,27
85,41,48,54,53,51,81,60,25,34,74,66,63,70,21,49,80,16,32,34
85,52,48,47,45,46,79,65,26,41,83,60,57,75,21,46,86,15,36,23
96,55,49,49,54,48,87,61,29,33,72,60,57,71,23,43,84,15,27,29
93,48,43,54,47,44,79,73,26,37,73,60,55,65,23,45,78,21,26,36
95,45,41,48,50,45,75,67,26,43,71,67,69,68,23,46,84,18,25,28
79,58,49,53,43,53,81,65,33,40,69,63,65,72,17,56,85,14,27,25
95,51,48,52,58,45,72,66,25,45,70,57,62,73,18,48,84,13,29,28
95,48,46,55,54,48,86,54,24,43,70,59,59,70,20,44,77,19,23,30
89,57,46,52,54,42,85,68,24,48,71,57,67,69,14,47,84,14,28,32
93,51,45,56,49,51,70,63,27,41,72,64,67,68,18,44,83,13,32,27
90,51,48,58,41,41,82,62,26,36,74,54,63,74,21,48,80,25,31,34
92,52,54,50,45,46,79,58,29,44,65,69,68,69,16,46,81,19,31,29
82,59,42,58,43,48,76,69,25,39,82,68,62,71,19,47,78,16,24,31
90,47,42,48,47,53,82,60,21,38,83,60,63,67,20,50,90,13,40,33
88,49,50,50,48,55,81,61,25,37,63,69,69,65,20,64,84,17,21,24
93,62,45,63,49,38,76,53,27,42,78,68,57,63,22,42,81,16,34,39
99,42,44,59,48,45,75,71,32,41,69,63,61,64,18,49,85,21,29,28
88,52,46,50,50,45,85,66,21,48,76,65,68,72,18,40,83,16,33,34
94,45,52,52,44,45,71,73,23,33,75,70,59,71,18,48,81,20,34,32
80,51,53,51,44,56,83,60,27,41,68,54,61,67,20,57,79,22,33,34
90,49,47,49,44,44,76,58,24,38,84,68,61,72,22,51,86,18,34,28
93,52,50,54,47,44,82,62,24,40,74,53,62,72,25,43,80,21,30,32
94,52,44,54,57,53,79,57,22,33,62,66,72,64,17,48,81,17,32,33
95,45,47,57,45,50,78,66,28,37,75,58,63,74,19,50,75,21,33,28
99,50,52,56,46,46,80,52,24,47,70,60,63,72,24,50,82,14,29,29
96,46,49,53,47,42,83,64,25,35,69,57,65,64,22,49,91,18,35,30
95,44,50,54,52,51,81,69,22,33,72,70,69,64,24,53,74,21,26,25
91,50,49,62,49,44,71,65,33,37,77,61,63,66,19,45,82,18,34,25
94,54,46,57,50,42,76,64,19,52,79,53,66,75,21,45,77,21,25,28
92,47,53,56,60,42,78,68,22,34,73,58,59,72,26,50,83,16,28,31
97,47,45,63,52,44,80,60,25,38,74,63,60,57,18,48,83,20,35,28
91,53,54,48,48,44,81,55,23,37,78,61,59,71,22,59,81,14,33,29
95,53,54,61,58,44,87,67,25,43,62,57,60,61,21,44,76,15,32,27
83,47,47,48,50,51,79,65,26,32,80,64,71,64,18,42,78,18,25,38
94,52,49,55,51,36,79,67,24,38,81,56,68,71,21,45,86,19,30,26
94,52,51,58,41,38,83,65,30,39,75,63,60,70,21,56,79,18,27,23
86,63,47,56,50,49,84,65,17,33,64,59,63,67,23,56,81,14,31,34
87,53,43,51,45,47,84,61,23,37,69,59,73,71,28,45,79,20,36,35
88,54,43,62,50,52,77,65,19,42,79,52,59,73,25,40,79,22,30,32
91,46,55,55,60,46,74,57,29,43,73,57,58,60,23,42,83,18,32,30
83,56,41,61,53,33,81,58,34,41,76,58,63,69,25,49,86,15,27,30
90,46,52,62,39,50,65,68,25,44,79,73,65,66,24,37,74,19,27,34
90,36,44,54,60,48,79,66,30,39,67,67,71,73,17,54,76,18,29,27
85,60,55,59,46,46,74,70,22,35,71,62,61,72,19,43,80,19,37,28
92,57,52,50,53,34,71,69,26,36,83,64,66,76,16,48,82,19,35,25
81,51,46,59,47,65,84,60,20,39,74,66,56,62,21,37,82,21,34,28
96,54,43,53,48,47,82,63,21,48,64,64,62,65,23,47,88,18,34,28
90,49,56,48,52,36,76,66,27,39,73,62,65,67,21,49,81,20,29,30
86,48,54,61,47,53,76,71,28,37,77,58,61,70,17,36,79,15,32,40
91,57,52,49,44,55,82,58,27,35,68,60,69,60,16,46,85,22,34,33
87,58,51,55,42,47,80,63,20,35,82,63,59,70,19,44,81,22,29,34
94,51,53,52,52,51,78,64,23,34,67,63,66,76,22,46,74,20,25,26
94,56,41,43,46,50,78,54,26,40,67,65,68,71,20,48,89,15,40,32
82,49,51,51,52,42,69,61,26,38,77,66,69,63,20,53,85,14,35,30
89,60,49,53,43,51,76,66,23,31,71,68,67,71,16,51,79,17,26,35
80,53,45,55,60,40,77,65,29,53,67,67,63,67,22,48,72,16,32,31
93,47,54,53,52,50,82,64,23,40,71,66,67,66,16,50,78,17,29,32
90,51,48,40,58,54,86,57,24,41,77,53,68,67,22,48,86,16,26,27
96,48,54,47,47,45,75,62,30,42,73,67,61,72,20,60,86,16,22,27
95,52,43,54,46,49,78,58,30,38,72,71,63,65,17,45,86,17,32,34
98,51,55,52,51,48,78,64,24,47,75,64,60,56,21,42,73,21,30,28
91,50,40,51,50,46,81,64,17,32,80,62,62,71,23,52,85,24,32,28
85,56,61,59,47,43,70,55,24,44,76,70,61,71,22,51,82,21,29,27
90,60,49,49,47,52,83,62,26,39,76,62,56,70,17,47,80,17,27,41
91,48,48,51,58,42,72,57,31,32,72,60,58,67,17,54,81,20,33,37
85,54,50,52,43,53,82,57,24,46,71,58,65,72,19,46,81,21,31,35
96,48,51,53,46,52,68,57,31,42,71,60,62,68,16,57,83,15,26,33
90,44,48,61,49,41,72,65,25,37,69,58,67,70,30,41,82,22,32,31
90,49,53,48,52,48,82,73,20,35,75,58,64,69,21,45,89,16,33,27
95,49,51,58,45,51,81,61,24,39,70,58,49,67,20,60,81,22,24,29
91,53,44,48,61,49,80,66,22,34,73,64,66,74,18,45,77,19,23,34
88,55,58,40,49,41,71,66,29,46,73,62,65,73,22,43,72,23,30,30
90,57,46,52,54,52,81,65,22,43,87,59,55,54,21,49,74,20,21,36
92,48,51,52,59,48,84,60,19,33,67,63,69,70,21,41,81,23,28,32
87,53,48,47,45,55,80,62,20,40,71,68,67,59,25,45,81,16,31,27
83,55,44,57,46,54,82,69,30,35,64,49,62,80,20,44,85,20,30,26
88,53,49,58,56,48,70,63,26,41,84,65,62,70,20,55,83,11,27,24
92,51,43,63,48,53,81,73,22,24,75,56,72,61,20,50,81,21,29,24
88,47,46,57,45,42,86,61,29,37,76,67,59,70,24,55,75,23,23,31
90,58,58,55,40,48,77,68,21,36,77,65,51,69,18,46,83,16,38,34
90,54,50,57,52,40,76,61,25,39,75,63,59,70,22,52,75,24,40,23
97,58,42,48,47,49,77,66,25,31,77,64,67,70,20,44,75,14,36,29
94,55,47,63,57,46,72,54,23,41,77,65,54,64,18,48,85,19,30,26
85,59,51,57,51,37,72,68,27,35,69,62,65,64,23,49,81,27,29,29
88,52,47,52,52,43,79,65,27,41,76,64,56,74,18,52,81,17,30,25
98,54,53,50,53,51,78,61,22,32,70,66,57,64,26,46,79,20,36,27
93,55,44,56,60,40,77,68,26,47,70,65,56,65,23,45,73,19,29,31
94,58,55,59,56,55,65,74,28,33,78,60,63,60,16,42,75,20,31,25
89,54,52,54,57,40,76,68,21,38,72,59,62,67,24,58,72,21,28,28
85,56,50,46,46,54,80,64,31,33,73,60,64,69,22,41,82,23,36,24
87,50,54,57,52,46,83,58,24,36,75,58,68,74,17,51,85,19,25,24
85,49,52,60,40,53,81,55,18,38,74,62,69,75,20,50,81,20,42,30
92,50,43,45,48,47,81,68,30,39,73,59,66,71,20,35,87,23,32,33
79,49,48,58,60,50,85,63,19,44,69,53,68,67,18,47,78,20,26,32
92,56,48,43,41,44,81,63,31,37,73,61,69,79,22,47,80,19,32,30
88,56,54,51,51,46,78,68,26,37,74,63,67,67,20,44,85,13,39,26
88,46,41,60,49,46,79,68,29,36,76,62,63,70,17,43,80,14,32,30
88,52,40,58,45,49,78,68,19,37,71,61,61,69,20,54,87,22,26,35
91,49,53,47,51,44,80,54,30,43,69,65,61,73,17,55,82,15,30,36
88,58,46,49,49,41,76,63,24,39,80,70,54,67,27,46,87,13,31,32
92,51,48,46,55,47,77,74,26,40,64,53,56,72,23,48,87,19,30,33
97,50,51,55,52,46,81,65,22,47,71,62,57,75,26,47,76,17,25,28
93,53,45,62,64,45,69,62,27,40,63,65,61,61,21,43,86,13,34,27
93,44,47,48,55,42,83,67,22,31,74,65,62,70,22,47,90,21,39,25
93,54,51,53,41,47,79,60,24,42,75,63,68,71,19,47,89,12,25,33
84,49,48,55,55,51,83,62,29,43,67,55,64,73,22,44,68,23,28,31
89,54,51,50,47,45,80,63,31,39,76,61,62,63,22,51,78,18,21,32
90,51,45,53,47,48,86,78,25,37,67,61,59,65,18,47,78,24,24,32
90,59,44,55,48,45,83,66,21,40,66,58,65,66,18,52,87,20,27,29
90,46,42,51,47,40,83,64,30,43,64,56,60,77,23,47,83,19,31,34
92,61,54,55,49,44,70,63,25,32,74,60,68,66,26,42,80,17,36,32
95,52,43,53,53,47,90,69,18,37,78,67,58,70,15,53,78,20,32,27
88,48,47,52,52,42,70,70,26,41,72,73,55,72,22,52,84,18,31,24
92,53,45,45,55,47,82,63,26,30,77,66,55,74,25,47,87,13,33,31
87,56,42,51,53,36,86,75,26,36,69,57,72,73,19,50,73,22,33,25
86,56,43,43,42,48,74,53,33,38,76,67,62,70,18,55,91,20,35,28
94,50,49,61,49,48,74,69,25,42,70,65,62,73,18,45,78,14,23,34
93,56,52,57,50,37,82,58,26,46,64,59,65,65,17,52,72,20,36,35
80,58,46,52,40,49,76,71,25,47,72,70,59,61,19,56,78,15,30,31
91,53,49,53,56,43,83,67,23,39,69,66,62,70,24,41,80,14,34,24
95,53,46,40,47,48,74,61,30,37,76,59,62,70,23,52,80,20,32,31
91,46,50,45,51,41,77,65,24,42,81,55,72,59,23,61,83,17,24,30
91,44,49,61,54,35,75,65,25,40,61,57,67,70,20,52,91,17,29,33
89,49,49,59,56,42,78,70,20,42,68,65,61,67,22,47,71,15,29,36
93,55,39,57,55,46,78,58,30,43,74,56,52,70,23,51,72,27,33,26
94,49,51,47,40,43,80,67,24,41,70,57,57,70,21,49,86,17,38,34
88,55,39,49,40,56,72,64,24,38,78,65,56,70,23,54,75,15,42,38
89,39,49,50,59,43,82,67,33,34,66,66,64,69,21,39,83,23,32,31
92,57,51,52,49,40,71,63,27,37,67,70,59,66,29,46,78,23,26,27
90,53,51,46,51,42,77,63,24,37,78,56,68,63,23,51,85,12,36,31
85,52,43,50,47,44,78,57,25,41,81,66,55,71,25,60,79,16,27,37
94,48,50,56,49,44,81,53,23,45,82,61,67,76,25,42,80,18,29,23
88,49,48,55,50,42,79,68,22,30,73,59,53,72,17,50,87,22,37,37
88,56,48,55,47,43,77,61,22,37,79,71,58,67,16,53,85,12,39,33
95,62,45,48,46,47,83,57,25,37,68,65,55,66,20,44,84,20,35,33
84,60,57,56,53,44,72,74,23,34,71,63,53,70,21,43,81,21,26,33
87,55,47,52,46,45,81,64,25,31,71,67,65,71,20,53,80,18,30,35
83,46,43,57,51,47,85,57,24,43,72,64,64,63,20,47,88,18,33,32
97,42,45,56,47,46,83,64,32,40,71,65,56,69,26,45,82,21,25,34
96,43,49,57,48,49,86,67,30,47,79,54,63,64,17,37,78,12,34,37
93,41,46,49,45,48,76,60,26,44,75,65,74,81,15,49,77,13,36,29
83,49,59,52,44,43,80,63,20,42,77,63,58,70,26,51,81,15,37,25
94,41,50,56,52,56,78,61,26,38,80,58,59,69,23,51,81,19,27,24
92,55,46,59,52,49,77,58,25,46,82,53,52,70,21,50,79,14,36,31
87,51,48,51,47,44,78,67,21,48,85,63,56,60,19,53,85,22,25,35
87,57,42,55,45,53,83,61,24,35,78,57,63,62,25,47,79,18,30,36
92,43,52,55,41,46,76,64,30,41,69,63,62,73,22,43,90,25,33,26
87,59,45,63,52,53,70,66,24,37,75,50,60,67,16,44,75,21,39,31
88,46,59,52,49,56,71,71,19,32,73,67,59,71,19,47,83,12,33,36
81,56,54,53,39,46,83,63,27,37,75,60,61,72,17,52,80,17,28,36
83,53,58,46,44,44,82,67,21,46,75,59,57,70,22,46,74,17,36,30
97,50,43,52,46,47,80,58,32,48,69,65,68,73,20,48,75,17,27,32
86,57,54,49,53,44,78,53,26,43,75,63,72,67,22,50,77,18,28,30
89,51,49,54,61,42,75,56,19,36,77,57,62,67,32,56,82,13,35,26
92,52,48,62,50,45,80,69,28,39,71,59,65,72,16,40,82,13,32,31
89,44,46,53,48,44,77,63,28,42,77,62,57,70,21,60,87,25,27,25
85,51,46,55,43,45,76,66,31,35,66,71,63,78,18,45,75,21,26,34
92,58,51,41,50,55,75,73,26,31,76,60,61,66,18,41,81,20,27,33
89,59,49,54,41,45,81,64,28,48,71,59,60,58,19,47,81,16,30,31
90,50,48,52,51,55,74,63,27,38,75,68,65,65,20,41,83,17,29,26
89,54,48,55,43,47,83,65,30,31,74,64,61,71,22,43,83,20,32,25
92,49,51,50,51,43,78,57,22,39,73,62,64,70,18,57,76,18,38,34
85,52,53,48,56,40,77,69,23,35,66,59,62,71,19,49,82,23,36,34
93,48,54,56,50,46,74,56,27,27,81,59,60,75,24,52,86,18,32,32
86,54,46,53,50,54,80,68,18,37,74,62,56,70,21,48,85,19,31,29
81,50,61,51,41,51,75,57,32,32,75,62,70,72,25,42,83,13,32,32
89,61,44,50,46,48,77,61,17,48,68,53,62,67,22,51,86,22,32,28
81,53,45,54,46,52,79,67,23,38,83,57,74,71,18,53,85,14,25,28
85,45,40,53,54,51,77,66,22,41,73,61,65,70,21,49,82,16,35,30
93,47,50,54,44,46,68,67,23,42,66,63,68,75,23,49,75,15,36,27
91,51,52,46,42,47,74,64,23,39,72,62,69,67,19,55,76,16,37,31
85,50,46,49,46,45,71,60,30,40,74,62,66,69,26,44,87,12,39,26
85,54,50,51,44,47,86,62,24,38,70,61,59,69,23,48,77,17,36,29
90,56,52,53,47,53,78,68,25,36,81,58,56,66,22,46,90,14,24,30
90,48,46,53,53,38,74,64,31,42,74,58,64,65,24,47,78,24,31,30
94,57,44,55,46,50,83,64,22,48,72,64,61,69,18,47,84,15,31,29
82,56,51,49,46,45,73,73,23,36,75,64,63,70,23,55,76,18,29,26
91,57,51,57,53,43,75,65,24,37,75,57,61,74,17,52,82,18,26,30
82,51,49,51,56,51,82,60,31,43,67,53,61,72,15,54,83,14,33,28
95,55,43,59,39,48,78,59,21,42,81,60,58,73,21,45,81,25,30,31
94,46,53,53,53,45,81,62,21,43,72,53,57,79,23,50,84,21,27,28
93,51,43,62,42,43,85,66,22,37,79,60,72,70,24,45,73,14,28,35
90,52,52,60,53,56,79,73,21,36,70,58,67,67,16,47,77,18,27,28
87,51,45,59,52,55,76,77,25,33,78,61,58,69,19,39,77,17,37,25
80,62,54,59,43,46,77,70,29,37,71,66,55,62,22,48,90,16,22,31
90,56,50,59,46,50,79,66,30,50,77,52,52,65,20,46,71,20,26,32
89,51,44,59,42,48,75,63,30,37,72,60,64,71,25,55,77,14,29,27
