"Inter","Verona","Empoli","Torino","Bologna","Udinese","Napoli","Roma","Cagliari","Sampdoria","Atalanta","Lazio","Fiorentina","Juventus","Genoa","Sassuolo","Milan","Salernitana","Spezia","Venezia"
88,57,50,57,45,50,73,66,23,37,73,66,66,70,26,42,82,21,26,30
90,50,52,51,49,48,79,73,25,33,69,56,70,62,24,48,83,17,31,36
94,62,47,57,42,45,83,64,30,48,76,72,48,63,23,47,72,16,32,29
85,69,48,59,48,36,85,68,27,47,76,54,49,74,21,44,75,20,38,30
91,48,47,55,43,59,83,61,29,38,66,63,65,65,24,48,77,17,36,28
88,50,49,49,49,48,78,62,29,42,76,73,64,63,31,43,76,19,28,25
93,55,54,57,42,48,77,58,22,40,76,66,60,75,21,49,79,21,30,27
84,50,48,65,60,44,71,63,24,39,81,63,64,71,18,50,74,17,32,31
93,54,52,56,53,48,80,59,26,39,72,62,56,74,18,44,73,24,34,27
86,56,49,51,46,54,82,73,23,41,81,62,59,62,25,39,79,17,24,29
82,50,58,56,52,41,78,64,25,32,81,55,63,73,26,43,81,17,27,35
80,58,41,53,56,46,70,64,24,46,73,62,59,68,21,53,73,23,39,32
90,52,48,49,46,44,76,61,30,42,81,58,66,65,21,50,80,27,31,25
91,54,41,64,55,50,75,72,19,45,65,66,67,64,30,44,75,18,30,24
91,54,52,52,56,51,70,59,28,38,68,54,73,69,24,44,77,23,25,25
86,54,51,60,43,42,67,68,27,35,74,51,67,77,30,51,76,22,30,29
99,55,48,46,46,51,78,58,22,33,74,68,64,64,24,42,87,21,31,29
89,58,44,63,45,35,75,63,23,41,69,62,51,69,23,46,83,29,31,33
88,49,46,50,49,52,73,62,23,41,78,58,61,74,21,52,75,17,30,38
93,45,51,54,53,48,66,70,25,43,67,62,55,83,16,56,81,20,32,30
89,59,50,50,51,55,77,60,30,37,63,67,61,63,17,45,76,20,32,33
89,48,47,54,42,50,80,61,21,37,79,65,65,82,25,46,72,17,34,32
89,50,47,49,53,41,81,68,32,43,77,54,53,69,21,47,78,22,39,28
89,52,41,42,51,43,86,72,31,42,86,58,63,66,22,50,73,20,26,31
93,44,46,48,48,57,77,68,21,28,68,67,66,62,24,57,81,22,29,31
89,56,48,50,48,47,72,58,26,43,68,55,65,69,25,50,80,19,30,39
82,50,57,55,53,53,77,61,22,41,66,68,54,71,22,42,85,18,43,25
78,48,49,61,48,56,86,60,27,41,78,61,52,71,21,53,85,16,26,36
90,55,47,58,48,52,74,72,28,36,65,63,60,64,21,49,83,23,27,34
91,47,43,52,49,51,80,66,31,40,78,59,66,76,26,50,82,16,31,30
90,50,51,48,54,47,81,64,31,30,65,65,64,72,29,38,78,24,33,28
86,54,56,53,43,47,82,63,28,41,68,70,65,70,21,47,80,14,33,24
91,50,53,59,49,49,82,68,26,40,68,60,64,57,20,42,76,20,36,32
89,46,49,51,48,54,77,63,31,42,69,67,68,67,19,43,81,21,28,37
89,49,45,59,53,52,72,54,28,44,75,60,56,75,22,42,79,22,30,29
91,55,43,42,52,45,76,66,19,41,77,67,62,72,23,51,84,20,36,25
85,50,52,54,45,47,77,66,25,49,73,60,66,72,20,50,83,19,36,23
88,48,53,61,51,51,81,63,23,41,73,57,59,74,23,47,82,16,30,31
87,63,47,51,44,39,81,66,26,47,76,59,61,59,18,49,79,21,37,28
90,50,57,53,46,53,78,63,25,35,66,62,55,71,25,39,87,22,30,29
86,47,50,51,50,50,87,54,25,40,74,62,56,67,21,51,88,20,31,31
86,50,50,47,47,58,77,63,26,35,82,60,57,66,21,45,81,20,36,29
86,49,46,55,48,43,71,70,27,38,68,68,72,65,21,51,77,13,31,33
84,52,50,48,46,50,80,63,24,40,75,66,64,68,21,46,80,21,35,26
82,52,49,60,54,45,76,66,32,42,67,61,53,70,20,52,70,19,34,26
85,53,46,53,44,48,78,74,21,43,72,81,63,65,24,47,74,20,24,32
80,55,54,57,47,45,78,52,28,44,74,69,63,63,25,44,72,21,32,31
85,52,52,48,50,47,80,58,27,40,72,70,63,65,23,49,77,24,32,29
93,43,51,50,53,47,84,58,21,56,68,49,61,68,17,41,80,24,29,32
95,60,53,54,48,48,77,54,23,44,63,53,65,68,21,48,82,18,36,27
86,47,54,63,45,46,79,61,23,40,71,64,64,61,22,51,89,24,29,23
75,55,39,47,48,49,80,63,24,36,73,68,64,77,22,55,85,19,37,32
82,50,46,57,47,47,76,60,33,37,71,59,61,67,25,45,79,19,41,35
80,51,50,52,46,48,84,73,26,35,78,63,62,73,23,55,69,17,30,33
90,48,49,44,47,39,78,68,27,43,69,67,64,78,21,40,78,25,24,34
95,45,42,52,45,39,82,64,23,43,88,66,66,73,22,45,81,25,26,30
83,52,47,51,51,44,80,61,24,45,68,64,70,68,20,48,79,18,32,28
80,52,40,48,60,56,75,71,30,40,71,50,64,71,20,48,81,24,29,26
86,48,47,50,48,49,76,65,32,39,67,74,60,65,19,47,80,21,33,31
79,52,51,55,40,45,81,66,22,49,78,57,62,71,24,49,78,14,37,24
89,51,46,59,51,47,76,59,29,32,66,57,58,73,21,47,79,23,28,36
83,51,47,62,43,44,84,65,24,34,70,60,61,75,23,57,78,20,33,30
91,53,54,62,48,50,74,64,27,49,69,57,61,72,20,52,76,17,25,29
85,45,53,52,50,37,80,60,23,41,71,62,54,75,24,56,85,20,37,27
84,50,48,58,41,54,79,69,29,41,76,56,61,73,21,52,75,17,32,28
82,43,45,50,52,41,75,67,27,35,78,61,66,62,25,40,86,27,31,35
89,53,55,59,53,50,80,59,28,35,68,58,61,68,19,53,78,20,34,28
85,47,54,56,49,50,80,56,21,37,85,60,59,71,23,45,81,23,32,28
88,54,46,51,53,53,78,69,24,35,63,56,60,71,25,42,84,20,33,30
89,60,47,61,49,49,75,68,29,32,69,60,62,62,18,47,77,31,30,26
95,49,43,45,58,46,87,63,27,42,64,61,59,67,20,58,80,15,35,27
89,54,49,57,52,41,72,70,29,42,76,58,59,66,22,51,78,21,24,32
86,52,61,56,48,48,70,60,27,43,73,60,52,62,21,45,84,22,35,32
86,42,41,48,53,52,82,72,30,46,76,54,49,69,22,54,78,14,38,31
84,54,53,53,46,49,80,74,24,43,70,54,61,69,22,49,77,21,32,29
91,53,41,51,58,45,75,71,26,40,83,61,60,63,23,50,76,18,31,30
90,51,47,49,47,43,74,60,29,43,77,64,55,73,21,56,87,17,25,30
85,43,44,55,52,53,76,67,27,36,72,64,58,77,18,55,82,20,32,29
93,54,40,48,48,47,82,72,24,42,71,63,60,50,23,54,83,21,31,31
87,52,48,51,39,43,80,64,24,30,71,64,69,76,24,57,77,21,32,29
86,51,54,53,56,41,71,61,29,45,64,57,69,72,21,43,80,19,34,30
83,52,50,45,47,40,75,70,24,46,78,66,57,78,20,46,87,21,26,31
83,43,44,56,48,48,83,55,30,43,72,59,54,68,21,48,85,28,34,33
93,49,51,44,44,49,83,64,28,41,73,69,64,64,21,45,79,24,32,23
94,61,48,53,55,45,67,55,23,37,72,67,59,78,21,58,77,17,33,28
93,57,50,44,52,44,79,65,28,34,69,61,64,66,18,53,76,19,34,34
91,52,36,47,58,55,76,55,31,36,78,62,57,75,21,40,78,22,36,30
93,54,42,46,43,49,78,60,22,42,78,67,69,65,19,60,77,22,28,27
88,48,54,57,44,42,81,58,26,45,58,67,65,65,34,47,77,18,30,30
82,57,44,50,44,49,77,68,37,39,74,63,62,63,18,54,83,15,34,30
94,50,55,52,53,47,79,58,23,39,72,58,65,69,23,52,76,17,34,31
90,54,43,58,46,53,76,61,26,37,67,63,57,66,22,45,81,24,32,32
85,52,51,59,49,55,82,59,28,40,69,65,74,55,17,47,82,21,32,24
86,46,44,56,37,52,69,65,33,43,75,69,71,64,20,51,82,22,32,32
85,50,51,58,57,49,80,63,25,39,70,61,55,74,20,44,72,18,23,37
86,49,47,57,45,42,80,62,25,37,60,73,72,75,19,53,71,22,33,31
93,57,49,44,49,49,82,54,19,35,76,55,69,63,24,54,83,22,31,33
87,48,39,55,41,48,83,63,28,37,71,62,63,63,26,61,73,21,37,35
96,48,47,63,57,46,75,60,21,42,83,65,60,65,22,43,79,16,26,31
88,51,44,50,47,49,75,55,34,40,72,65,66,57,28,48,80,17,36,30
89,52,50,59,41,54,76,59,19,57,71,56,66,72,27,41,78,18,28,30
83,57,46,52,50,48,78,66,22,50,72,65,56,68,23,55,72,26,32,24
90,45,48,57,51,55,80,63,20,38,66,69,57,66,25,54,73,23,30,32
92,52,44,49,50,50,78,68,29,37,68,61,67,72,21,54,71,17,35,27
81,52,59,62,47,42,75,58,32,43,72,60,64,61,18,63,76,23,31,23
86,45,43,50,54,49,81,54,26,33,79,66,72,65,25,42,79,22,33,30
86,53,46,63,51,47,80,60,24,44,66,59,61,69,21,55,75,23,37,31
88,57,51,59,47,42,79,65,24,36,66,67,63,69,26,51,76,25,35,21
90,51,49,58,52,46,80,64,27,36,60,61,59,61,21,52,83,17,29,37
91,51,42,49,45,43,85,63,27,34,70,59,67,75,24,50,76,24,33,33
81,57,48,64,45,49,83,69,21,34,74,53,65,63,21,53,72,24,30,27
87,57,50,51,53,46,80,52,21,47,72,64,70,69,20,43,78,18,29,36
88,55,49,51,49,48,74,58,30,32,75,72,55,60,21,47,80,22,40,32
88,51,51,61,46,36,80,51,28,43,70,62,62,63,26,55,78,18,36,36
90,53,58,48,54,42,75,57,19,43,74,65,67,68,19,55,82,18,26,33
91,53,46,55,48,44,76,59,29,41,74,60,56,75,28,48,79,14,39,28
91,54,57,46,51,59,79,62,26,41,71,52,66,74,23,49,75,18,28,23
89,59,46,53,58,45,77,57,29,37,80,65,62,62,23,46,76,24,28,33
95,61,44,50,41,60,75,63,25,40,75,66,59,63,19,45,84,14,36,27
89,54,49,51,45,43,87,55,25,42,70,63,69,65,17,59,79,21,37,28
88,46,46,56,55,51,80,59,25,37,73,68,62,68,20,48,73,17,35,31
94,50,49,56,55,45,76,66,27,36,76,58,63,68,19,50,75,16,28,33
91,55,53,63,54,46,76,62,28,40,75,57,65,73,19,48,78,15,25,28
93,51,40,52,49,46,82,62,35,39,79,54,54,81,19,47,88,14,27,31
90,57,47,52,48,46,73,60,30,41,71,63,60,73,20,57,76,21,28,24
91,56,50,53,52,45,82,66,28,45,71,49,64,66,21,43,81,18,30,35
91,44,47,47,50,51,79,58,33,38,72,53,62,63,27,56,88,22,27,28
94,56,45,46,52,48,76,60,28,40,73,60,60,75,23,48,88,17,23,31
90,45,45,55,53,42,83,55,27,45,74,62,61,72,19,53,80,20,38,28
83,58,47,49,56,44,77,67,29,30,62,58,52,73,21,48,87,24,32,35
84,61,44,50,51,46,78,61,26,38,76,57,57,70,22,49,82,15,40,26
92,56,46,58,50,49,73,63,27,35,71,62,64,68,22,51,79,21,37,24
83,58,44,52,53,47,75,65,20,46,71,66,57,74,25,51,75,21,28,30
86,42,44,52,46,51,79,60,30,42,66,64,69,63,25,53,78,21,38,30
84,44,46,45,39,42,78,64,30,52,72,61,64,72,23,48,92,23,32,30
98,53,50,57,57,47,70,52,27,42,63,57,70,61,23,52,79,22,28,29
92,50,48,50,50,43,76,69,31,40,67,56,63,74,20,52,82,15,31,30
82,48,44,55,51,43,79,65,23,35,78,58,60,65,26,52,89,14,36,34
86,54,48,53,45,43,75,60,30,36,80,67,56,71,24,55,82,16,33,25
91,56,48,57,48,52,83,71,18,35,74,61,65,59,20,48,74,21,32,31
88,45,53,55,48,53,75,67,31,34,60,44,67,71,29,49,86,16,29,35
87,55,46,55,40,58,71,68,30,34,75,62,56,71,24,51,77,19,33,30
90,48,48,46,50,53,80,60,28,36,80,74,57,66,23,44,83,19,34,25
96,60,41,53,42,50,76,58,35,41,71,62,67,64,23,45,72,27,25,28
94,42,52,59,51,52,77,63,26,41,59,64,58,72,23,39,82,19,28,40
89,51,57,58,50,53,77,63,29,39,66,59,57,66,25,46,78,21,35,24
87,58,47,53,47,53,73,64,28,35,75,54,58,79,26,49,79,22,25,28
92,55,39,55,46,47,79,59,30,48,60,62,62,70,17,52,80,28,32,26
82,58,48,49,49,50,81,57,24,41,69,62,67,72,25,46,77,15,34,24
88,53,44,52,50,42,76,58,33,41,76,71,61,62,23,47,78,20,25,35
97,66,49,52,50,44,77,63,26,39,72,65,59,69,20,41,82,22,31,24
84,55,40,58,56,48,79,66,30,36,65,57,63,60,26,47,73,20,30,30
95,49,41,47,55,54,70,52,27,42,66,68,58,74,23,44,77,18,34,31
84,48,44,53,51,55,72,66,31,38,77,49,67,57,25,60,84,15,25,39
87,48,45,57,50,38,73,65,22,47,70,63,60,61,25,56,81,24,32,39
91,53,52,59,52,41,77,62,31,37,69,63,56,65,19,52,79,15,39,33
89,51,49,63,52,43,83,59,25,35,67,60,59,75,30,53,68,22,28,30
90,53,45,51,54,39,82,69,28,41,72,63,52,69,23,49,85,23,34,24
91,54,50,50,52,44,75,65,27,41,74,53,59,60,18,60,80,17,33,36
84,51,37,49,49,51,86,76,28,35,75,62,59,61,25,46,85,16,39,31
94,50,49,47,49,44,79,69,26,35,65,57,57,57,31,53,81,22,28,31
95,46,54,56,49,47,71,51,27,38,73,57,55,69,27,51,71,30,40,29
90,48,45,49,51,50,81,73,27,31,77,52,59,70,22,49,81,21,26,35
88,53,47,50,52,51,71,66,25,38,71,59,68,69,24,54,80,18,27,33
88,52,46,47,50,52,75,71,21,47,75,62,63,74,18,48,88,21,26,28
89,48,50,56,52,35,79,63,20,36,72,70,66,67,30,42,81,16,42,28
81,55,50,50,48,43,76,64,33,36,65,66,73,65,24,60,79,17,31,26
91,52,44,46,38,44,75,61,30,45,75,68,66,75,25,46,80,18,32,30
90,49,47,57,47,38,77,63,23,37,78,62,72,69,19,47,92,19,32,30
93,53,39,56,48,44,79,54,26,32,69,69,59,63,19,61,82,24,39,31
87,57,44,48,39,46,82,65,27,41,71,72,62,72,23,51,76,21,33,26
85,39,48,60,44,51,79,68,28,37,68,67,59,68,25,48,87,19,33,27
90,45,57,46,57,50,69,63,20,41,74,69,66,79,23,44,82,19,32,29
87,54,58,52,49,40,73,59,31,38,67,59,61,65,27,50,80,19,34,34
88,53,55,46,42,51,74,63,24,40,68,56,59,75,23,52,81,16,28,33
88,50,47,54,49,56,83,63,27,46,72,55,67,66,21,45,80,16,28,30
83,51,54,56,51,44,83,58,18,38,69,58,65,63,22,50,82,28,34,40
87,48,57,52,44,41,78,57,22,39,74,68,65,72,24,55,80,18,31,24
94,50,55,61,57,48,67,50,22,39,76,68,57,72,19,42,77,24,25,31
93,51,48,51,54,60,71,64,26,39,66,60,70,72,17,56,77,23,34,21
94,48,47,58,47,49,70,56,33,34,74,59,64,74,22,44,89,14,37,28
92,48,42,66,49,40,75,64,25,43,68,68,64,71,20,47,72,14,40,34
88,45,52,49,39,48,88,59,30,37,76,69,61,64,23,54,87,20,23,26
92,51,50,54,43,46,79,58,22,44,70,66,62,65,20,50,89,19,28,27
89,58,45,51,41,48,80,55,27,47,73,57,60,74,24,46,75,15,36,32
91,53,43,61,55,47,74,56,27,41,71,56,65,68,18,55,74,20,28,32
83,53,52,51,49,50,80,52,23,38,67,58,62,79,24,50,85,17,38,30
91,54,46,52,55,45,74,56,28,37,74,64,64,80,20,49,80,17,22,31
95,47,46,60,46,48,86,61,23,39,74,66,65,61,19,41,78,26,32,30
90,55,49,56,48,49,77,62,22,37,72,61,66,75,17,48,79,24,35,28
92,46,49,57,55,46,79,60,22,36,83,65,60,78,19,45,79,22,27,24
85,54,44,50,48,49,85,79,22,40,70,62,66,74,19,48,72,16,28,29
88,45,55,51,51,43,72,70,28,43,61,66,55,78,25,48,76,12,42,28
88,47,49,51,53,56,73,62,25,39,77,58,59,72,21,46,82,22,34,26
90,45,54,49,55,53,83,61,30,33,71,58,63,64,21,43,87,23,31,27
88,56,42,46,60,47,65,68,30,40,62,66,54,70,22,51,83,16,32,38
91,44,50,57,50,45,72,65,23,47,70,62,56,59,19,55,83,25,28,33
89,39,49,56,60,49,83,72,28,36,69,54,56,70,20,51,72,19,30,26
86,56,41,54,56,43,69,64,32,37,68,65,69,67,24,40,75,17,36,38
96,54,50,46,54,50,76,60,24,43,75,62,58,65,22,45,80,22,30,23
93,55,45,58,51,49,80,64,26,44,77,59,59,63,22,46,81,18,34,30
83,44,55,53,52,39,77,61,24,40,74,63,63,70,26,56,73,22,30,28
86,61,48,51,46,43,78,66,18,36,74,56,59,74,22,55,81,23,33,32
89,56,40,42,48,53,77,68,32,37,77,63,63,68,28,46,76,22,27,32
86,54,46,57,50,49,72,63,23,43,73,58,58,69,23,46,74,17,37,41
89,45,43,49,51,42,76,67,35,39,81,64,58,74,22,43,80,22,30,30
82,57,45,51,40,50,78,71,30,35,66,60,60,76,26,57,73,18,30,33
85,55,44,49,57,46,71,71,29,38,74,53,58,66,22,48,83,16,33,33
90,50,46,53,43,51,85,67,34,42,71,62,54,70,23,41,90,20,24,32
93,56,50,56,47,41,86,69,23,34,66,72,59,68,21,47,80,21,28,26
89,42,50,42,47,48,81,65,29,41,79,50,65,74,19,51,80,20,33,27
89,55,49,44,52,52,78,54,28,34,78,51,69,81,25,38,84,22,28,30
89,52,41,52,45,46,72,57,26,41,83,71,62,71,18,52,84,21,28,29
85,64,47,51,54,48,72,60,23,38,82,55,62,67,19,53,82,23,30,27
92,52,51,60,48,47,70,64,31,35,69,60,58,65,29,50,79,21,24,25
91,64,45,46,57,44,77,78,30,31,63,50,61,58,24,46,77,27,32,32
87,55,43,54,49,55,82,68,20,43,75,61,51,59,25,52,78,25,25,29
91,46,49,54,45,53,81,53,23,47,77,60,62,69,21,41,75,20,39,29
93,50,50,52,53,46,77,64,34,39,70,60,60,58,26,51,73,17,33,29
91,50,45,52,51,43,81,65,26,39,78,71,60,67,21,47,73,25,30,25
87,55,42,51,48,42,78,68,30,36,72,62,61,68,21,48,77,16,33,35
92,51,48,60,51,47,75,59,26,31,83,62,66,70,17,55,72,20,34,27
85,49,53,55,56,52,71,67,24,45,72,64,64,66,17,46,83,20,30,29
91,51,40,57,46,51,75,68,22,41,75,57,66,64,31,53,72,16,31,29
79,58,47,54,49,51,82,65,20,41,72,54,71,64,19,53,82,25,31,29
88,53,41,39,43,43,77,77,32,42,76,61,58,67,22,54,81,21,28,29
85,51,41,61,51,48,77,58,27,39,72,59,61,63,22,50,89,13,33,34
95,52,41,53,51,57,69,60,31,42,70,57,57,72,19,39,81,20,39,30
79,56,45,55,47,46,82,73,32,35,76,64,69,66,27,47,78,15,26,29
85,62,52,50,46,38,84,56,20,44,70,62,59,69,26,56,82,17,25,43
85,47,54,47,50,46,81,61,21,39,77,69,68,69,26,38,90,19,33,29
80,57,50,52,41,53,73,56,17,37,81,73,61,72,26,48,82,16,29,32
93,44,50,43,57,47,83,69,30,40,70,70,62,58,17,44,82,20,36,24
79,53,50,53,53,58,73,53,20,36,75,70,62,63,23,51,89,22,30,23
93,45,41,48,59,42,77,60,27,44,73,57,61,73,22,48,83,20,40,33
86,56,45,59,49,47,81,60,22,41,69,73,56,67,23,53,75,24,32,27
75,59,47,56,45,51,78,59,20,50,61,58,53,63,23,55,91,29,35,29
86,56,49,53,52,49,70,65,23,42,72,64,58,71,22,52,87,18,22,29
90,56,45,43,48,48,76,62,25,38,75,67,61,71,21,54,79,16,30,34
83,52,51,50,45,41,80,65,24,40,73,58,62,70,26,50,82,21,33,24
88,56,48,56,47,44,67,65,20,40,69,65,64,75,18,51,81,17,34,35
85,52,59,56,40,46,78,61,19,36,60,69,76,67,20,49,75,20,36,29
85,48,58,55,45,41,80,58,25,35,76,59,68,69,22,48,79,21,34,40
90,49,47,47,58,37,75,69,24,40,73,60,77,65,20,55,77,16,31,33
94,49,40,53,53,44,69,64,18,43,73,65,68,75,22,53,80,24,25,32
86,54,51,51,44,47,75,63,26,48,70,64,67,63,21,38,75,27,35,32
88,48,51,62,40,37,83,62,26,42,69,65,56,71,23,53,76,21,31,31
86,45,40,48,51,51,74,67,23,39,74,63,60,78,27,52,70,22,35,31
85,52,39,59,56,48,79,58,23,34,72,62,73,61,27,56,84,19,26,32
96,50,52,47,49,41,71,70,26,43,68,58,66,59,22,57,83,16,34,26
92,46,50,47,39,46,80,66,28,41,68,65,66,55,19,45,86,26,32,33
86,56,44,53,48,48,76,70,30,37,77,67,61,64,19,48,85,20,25,29
87,53,38,56,49,49,79,62,33,47,72,67,74,69,25,40,72,17,26,34
93,44,49,59,48,42,70,76,23,45,77,63,62,65,20,42,80,21,24,32
85,61,62,48,40,48,71,71,26,36,67,62,58,65,23,48,80,22,31,27
82,56,45,52,55,56,76,55,34,38,67,64,60,69,20,51,81,17,28,31
88,57,46,54,47,56,79,63,27,37,81,65,56,67,26,52,72,19,34,22
92,46,45,47,55,57,82,63,26,53,72,51,55,68,20,47,83,18,34,31
95,46,51,54,46,44,83,63,24,40,66,65,69,66,25,53,76,16,28,29
89,45,37,54,47,48,79,61,29,43,74,67,58,69,19,55,80,25,26,31
86,47,51,53,57,56,72,63,23,40,62,60,59,62,16,42,90,27,40,31
91,52,42,51,50,49,80,59,33,43,71,63,60,64,22,51,82,14,34,34
90,54,47,55,46,43,74,59,33,30,64,69,62,80,19,54,74,27,27,31
84,50,55,58,46,38,79,68,27,43,79,63,65,60,20,56,78,21,23,28
91,57,55,47,40,50,82,68,34,32,73,60,59,66,21,51,85,17,34,26
90,49,47,57,49,44,70,64,25,43,74,60,63,63,22,45,82,23,31,44
81,53,41,49,60,40,72,65,29,40,79,70,56,71,20,49,77,27,31,27
90,46,42,45,49,46,75,67,27,49,82,54,63,70,24,52,78,28,35,24
92,59,48,59,41,47,81,55,21,39,69,69,68,71,21,42,78,20,33,27
86,56,45,53,49,44,74,61,28,40,78,64,69,66,18,46,84,16,32,38
91,55,58,59,51,44,76,73,26,42,70,57,62,71,21,48,69,24,31,22
76,58,38,57,56,40,76,59,27,43,72,58,71,70,24,47,80,18,35,28
88,48,38,59,55,41,72,64,22,36,74,61,69,77,19,57,88,20,32,26
91,63,52,44,54,53,76,61,19,37,67,59,64,65,21,46,86,21,23,33
85,50,44,59,40,58,66,72,33,35,73,59,70,75,20,44,76,19,29,36
85,57,47,54,63,43,78,62,26,42,76,62,63,68,19,56,76,16,24,28
88,52,55,52,48,48,71,56,27,39,75,63,56,65,21,44,85,12,34,31
90,48,47,50,59,39,77,68,24,33,83,58,69,68,21,50,70,24,28,31
86,55,54,60,48,53,71,63,28,42,78,63,63,70,21,43,77,21,25,27
86,54,48,57,48,44,68,51,36,39,72,59,60,72,24,49,82,22,34,30
88,49,41,42,42,49,80,69,25,37,73,66,72,69,28,54,84,16,30,28
89,56,38,51,41,52,80,64,39,40,75,66,62,66,29,45,79,21,30,27
79,57,46,61,37,41,79,62,32,40,72,57,56,76,22,49,85,15,39,32
90,51,43,50,50,47,77,62,26,39,82,64,59,63,23,49,78,21,27,31
90,52,55,58,42,49,72,56,21,41,72,59,63,75,19,53,74,20,37,31
85,56,46,50,51,50,85,74,31,39,70,56,57,68,28,38,83,13,31,27
92,50,45,47,49,51,75,53,23,38,72,67,69,74,22,40,91,20,33,27
89,62,45,52,40,50,73,56,24,42,70,66,61,66,22,53,83,19,31,29
98,64,41,47,44,49,80,62,21,42,68,68,58,68,25,46,77,20,36,27
84,55,46,58,49,47,76,67,25,44,74,69,57,50,23,50,84,27,23,29
77,50,52,62,58,43,87,67,18,40,71,52,54,76,23,43,83,17,37,35
87,41,44,65,50,48,92,66,23,42,66,64,72,59,18,48,85,16,33,29
88,54,51,64,51,45,74,63,27,43,67,54,64,72,18,53,83,18,27,29
90,50,52,54,41,57,80,63,33,29,70,59,63,61,30,45,80,16,29,34
95,58,46,50,47,41,75,63,24,41,74,59,63,63,22,51,78,18,29,31
84,50,49,41,53,46,87,59,34,44,72,66,62,63,19,48,87,19,33,31
83,47,47,56,45,43,72,64,30,40,78,63,63,66,29,50,77,18,28,34
96,52,53,56,47,53,72,57,22,31,79,68,59,71,18,46,79,23,29,31
94,55,46,57,49,44,70,56,24,45,70,63,62,81,20,40,71,29,34,27
95,54,53,56,45,45,75,61,25,42,66,64,50,69,25,43,83,17,39,27
88,57,50,53,52,45,74,68,21,38,68,64,63,65,25,47,75,19,32,30
89,56,55,55,46,46,83,62,20,44,68,57,70,63,22,51,83,19,35,27
93,53,54,53,50,46,84,58,25,31,75,63,62,60,19,51,87,16,35,32
90,46,41,60,48,50,86,63,36,37,67,72,60,71,20,47,82,12,30,28
88,57,47,52,49,55,77,59,21,37,70,67,63,66,23,43,82,16,31,29
92,53,42,58,47,44,74,65,25,44,64,59,67,72,23,52,77,17,32,34
92,54,40,60,54,45,81,69,23,36,74,52,59,72,22,43,84,18,31,27
93,51,47,54,42,45,83,65,22,40,77,61,66,70,23,49,78,22,34,29
82,58,50,45,52,58,71,66,24,33,62,57,58,65,14,53,82,31,33,31
85,44,48,54,53,45,82,67,17,35,75,61,67,72,23,60,81,13,27,38
84,57,40,54,59,51,78,53,30,39,68,58,56,66,22,49,82,22,37,27
87,54,51,46,42,52,67,68,27,31,68,57,62,66,21,58,86,18,42,30
88,54,40,55,35,41,78,68,26,39,76,55,60,67,26,50,78,25,34,35
88,52,50,51,45,41,78,65,26,43,68,69,61,64,25,48,73,28,31,33
86,49,46,49,52,51,80,60,24,41,84,60,60,65,21,42,77,24,26,32
91,51,47,56,45,45,79,64,23,45,70,64,61,68,23,40,73,22,32,39
87,54,46,55,46,48,76,70,28,37,73,65,68,71,18,48,79,19,29,28
85,53,53,53,53,50,75,66,27,37,67,66,64,74,22,61,71,13,29,25
90,49,50,51,48,45,69,65,29,40,70,56,75,67,20,44,74,30,32,28
88,55,57,56,58,46,76,59,27,34,65,65,58,68,26,47,72,16,37,35
75,45,51,58,50,54,76,64,30,44,64,59,67,72,18,51,81,15,33,28
90,39,42,54,47,47,86,69,29,36,71,67,62,64,25,49,76,15,41,30
78,47,53,58,44,42,77,72,30,42,71,59,70,66,22,52,83,22,29,28
89,57,43,56,41,54,73,61,29,32,68,69,55,74,23,54,80,15,32,34
89,58,43,57,48,50,78,59,24,42,72,58,56,70,21,53,71,16,31,36
90,43,54,51,50,39,72,63,26,30,63,70,65,73,22,47,84,26,30,34
94,51,48,53,54,39,77,64,19,40,75,64,62,69,17,50,83,18,38,31
89,47,44,59,55,47,78,60,23,38,73,60,58,68,22,53,80,20,39,29
83,49,45,52,54,45,70,64,30,46,77,60,64,77,23,53,74,25,28,30
90,53,45,44,46,43,76,60,26,40,69,72,66,70,23,43,80,20,28,36
89,50,55,53,52,46,74,63,25,38,75,55,49,75,21,53,78,28,34,29
90,46,46,54,47,59,80,62,25,39,75,52,58,65,25,52,81,22,36,26
85,53,55,48,54,45,77,53,25,41,65,71,65,68,22,48,74,16,35,33
92,50,40,59,58,51,72,63,27,40,69,56,62,70,19,44,77,25,32,28
91,52,44,55,49,35,73,61,25,44,68,67,65,74,25,44,79,29,36,28
85,56,46,47,51,50,78,63,31,28,75,60,64,67,17,48,75,21,40,36
93,59,42,48,41,54,82,55,33,34,71,59,60,60,24,61,73,20,30,29
84,49,43,52,48,49,68,66,36,52,76,53,58,65,27,58,80,17,33,25
83,65,51,52,52,35,80,53,20,48,69,60,57,68,17,56,87,23,38,33
90,52,45,55,45,63,77,58,18,38,66,55,68,68,22,49,81,21,39,33
83,35,54,48,52,54,77,70,28,34,73,65,55,76,22,58,78,21,28,30
89,47,47,51,45,53,77,68,25,42,80,65,51,71,20,50,87,18,30,27
89,58,46,54,49,41,73,69,26,36,75,69,53,63,21,46,80,26,32,29
85,51,51,48,63,50,70,64,25,40,72,58,68,69,24,43,76,23,34,25
85,65,48,60,53,39,76,61,26,36,68,57,57,73,19,45,82,20,41,29
87,48,45,59,58,48,86,65,25,40,73,55,56,74,24,39,77,19,29,31
92,55,42,44,57,49,86,64,20,36,69,58,76,62,25,53,80,15,37,35
